"id","jobID","descript"
"3076","815102","Operator la masini de fragmentare (produse chimice)"
"3077","815103","Operator la masini de amestecare (produse chimice)"
"3078","8152","Operatori la aparatele de tratament termic in chimie"
"3079","815201","Operator la instalatii de ardere"
"3080","815202","Uscator in industia chimica"
"3081","815203","Preparator in industria chimica"
"3082","815204","Sinterizator"
"3083","815205","Operator la fabricarea sticlei"
"3084","815206","Impaslitor panza sticla"
"3085","815207","Filator fibre sticla"
"3086","815208","Preparator amestec si topitor sticla"
"3087","815209","Operator poliesteri armati cu fibra de sticla"
"3088","8153","Operatori la aparatele de filtrare si separare chimica"
"3089","815301","Extractorist in chimie"
"3090","815302","Fermentator in chimie"
"3091","815303","Concentrator-purificator in chimie"
"3092","815304","Extractorist uleiuri volatile naturale si colesterina"
"3093","8154","Operatori la instalatiile de distilare si tratamente chimice (cu exceptia rafinarii petrolului si ga"
"3094","815401","Operator chimist la producerea compusilor organici ai sulfului si ingrasamintelor fosfatice"
"3095","815402","Distilator in industria chimica"
"3096","815403","Operator chimist la producerea diverselor produse anorganice"
"3097","815404","Operator chimist la fabricarea lacurilor, vopselelor si uleiurilor"
"3098","815405","Operator chimist la fabricarea colorantilor"
"3099","815406","Operator la obtinerea produselor din spume poliuretanice si latex"
"3100","815407","Operator chimist la producerea compusilor anorganici ai azotului si ingrasamintelor azotoase"
"3101","815408","Operator lacuri electroizolante"
"3102","815409","Preparator lacuri, vopsele, paste de fludor folosite la aparataj electric"
"3103","8155","Operatori la instalatiile de rafinare a petrolului si gazelor naturale"
"3104","815501","Operator chimist la chimizarea metanului"
"3105","815502","Operator chimist la chimizarea gazelor de rafinarie"
"3106","815503","Rafinor"
"3107","815504","Distilator la prelucrarea titeiului"
"3108","815505","Operator cracare, deformare si fabricare bitum"
"3109","8159","Operatori la instalatiile de prelucrare chimica neclasificati in grupele de baza anterioare"
"3110","815901","Operator chimist la fabricarea altor produse organice"
"3111","815902","Operator chimist la chimizarea gazului de cocs"
"3112","815903","Producator de fire si fibre sintetice"
"3113","815904","Operator la fabricarea pielii  sintetice"
"3114","816","OPERATORI LA INSTALATIILE DE PRODUCERE A ENERGIEI SI TRATAREA  APEI"
"3115","8161","Operatori la instalatiile de producere a energiei"
"3116","816101","Operator la instalatiile din centrale electrice"
"3117","816102","Masinist la instalatiile din centrale electrice"
"3118","816102","Masinist la instalatiile din centrale electrice"
"3119","816103","Fochist cazane industriale"
"3120","816104","Ajutor fochist"
"3121","816105","Fochist la caldari din centrale electrice"
"3122","816106","Fochist la caldari pentru abur industrial"
"3123","816107","Fochist la caldari pentru incalziri centrale"
"3124","816108","Operator la instalatiile cazanelor din centrale electrice"
"3125","816109","Operator la instalatiile de turbine cu abur sau gaze"
"3126","816110","Operator la camera de comanda termica"
"3127","816111","Masinist la instalatiile hidrotehnice din centrale electrice"
"3128","816112","Masinist la instalatiile de turbine hidraulice"
"3129","816113","Masinist la centrale Diesel"
"3130","816115","Operator centrala termica"
"3131","8162","Fochisti la masini mobile cu abur si cazane de locomotiva"
"3132","816201","Fochist locomotiva cu abur"
"3133","816202","Fochist la masini cu abur"
"3134","816203","Masinist la instalatii pentru incalzit tren"
"3135","8163","Operatori la incineratoare, instalatii de tratare a apei si asimilati"
"3136","816301","Operator la instalatii de incinerare"
"3137","816302","Pompagiu"
"3138","816303","Compresorist"
"3139","816304","Operator hidraulic in alimentarile cu apa"
"3140","816305","Operator circuite retea apa"
"3141","816306","Masinist la conditionarea aerului"
"3142","816307","Operator la tratarea apei tehnologice"
"3143","816308","Operator masini refrigeratoare (conservare prin frig)"
"3144","817","OPERATORI LA LINIILE DE MONTAJ AUTOMAT SI ROBOTI INDUSTRIALI"
"3145","8170","Operatori la liniile de montaj automat si roboti industriali"
"3146","817001","Operator la roboti industriali"
"3147","82","OPERATORI LA MASINI, UTILAJE SI ASAMBLORI DE MASINI, ECHIPAMENTE SI ALTE PRODUSE"
"3148","821","OPERATORI LA MASINILE PENTRU PRELUCRAREA METALELOR SI PRODUSELOR MINERALE"
"3149","8211","Operatori prelucratori la masini unelte"
"3150","821101","Operator la masini unelte semiautomate si automate"
"3151","821102","Dozator la fabricarea electrozilor de sudura"
"3152","821103","Masinist la lame de masini pentru automate aschietoare"
"3153","821104","Degresator-imersioner"
"3154","821105","Uscator electrozi de sudura"
"3155","821106","Masinist la masini speciale fara aschiere"
"3156","821107","Preparator amestec de invelis"
"3157","821108","Pregatitor sarma"
"3158","821109","Finisator electrozi de sudura"
"3159","821110","Masinist la masini speciale de aschiere"
"3160","821111","Masinist la confectionarea tuburilor de protectie si a dozelor de ramificatie"
"3161","8212","Operatori la masini si instalatii pentru fabricarea cimentului si a altor produse minerale"
"3162","821201","Cuptorar lianti"
"3163","821202","Fasonator produse azbociment"
"3164","821203","Finisor produse azbociment"
"3165","821204","Morar lianti"
"3166","821205","Preparator pasta azbociment"
"3167","821206","Tratamentist produse azbociment"
"3168","821207","Operator la impregnarea produselor hidroizolatoare"
"3169","821208","Masinist pentru prefabricate din beton si beton armat"
"3170","821209","Operator la fabricarea vatei si produselor din vata minerala"
"3171","821210","Confectioner garnituri din azbest"
"3172","822","OPERATORI LA INSTALATIILE SI UTILAJELE PENTRU FABRICAREA     PRODUSELOR CHIMICE"
"3173","8221","Operatori la instalatiile pentru producerea medicamentelor si produselor cosmetice"
"3174","822101","Operator la fabricarea glicerinei si acizilor grasi"
"3175","822102","Operator la fabricarea sapunurilor"
"3176","822103","Operator la produse odorante sintetice"
"3177","822104","Operator la fabricarea detergentilor"
"3178","822105","Operator chimist la produsele farmaceutice si chimice pure"
"3179","822106","Preparator benzi cauciucate si compozitii emplastre"
"3180","822107","Preparator prafuri de spalat si curatat"
"3181","822108","Preparator la prepararea produselor cosmetice si de parfumerie"
"3182","822109","Preparator ser vaccin"
"3183","8222","Operatori la instalatiile de fabricare a munitiei chimice si explozibililor"
"3184","822201","Conditioner finisor produse explozive"
"3185","822202","Confectioner fitile"
"3186","822203","Confectioner produse pirotehnice"
"3187","822204","Nitrator"
"3188","822205","Pregatitor la produse explozive"
"3189","822206","Preparator la produse explozive"
"3190","822207","Confectioner cartuse vanatoare"
"3191","8223","Operatori la instalatiile de tratare chimica a metalelor"
"3192","822301","Galvanizator"
"3193","822302","Metalizator prin pulverizare"
"3194","822303","Metalizator prin cufundare in metal topit"
"3195","822304","Confectioner protectii si obiecte anticorozive"
"3196","822305","Emailator"
"3197","822306","Operator la confectionarea materialelor electroizolante"
"3198","822307","Matisor cabluri"
"3199","822308","Metalizator termist"
"3200","822309","Arzator email"
"3201","822310","Emailator insigne si decoratii"
"3202","822311","Emailator firme si decoruri"
"3203","822312","Emailator prin pudrare"
"3204","822313","Emailator prin pulverizare"
"3205","822314","Preparator email"
"3206","822315","Emailator prin imersiune"
"3207","822316","Acoperitor metale"
"3208","822317","Poleitor filiere"
"3209","822318","Protejator conductori cabluri si condensatori statici de  forta"
"3210","822319","Confectioner izolatii la conductori electrici"
"3211","822320","Confectioner mantale de plumb prin presare la cabluri"
"3212","822321","Confectioner toroane si cablaje la conductori electrici"
"3213","822322","Pregatitor seturi de cabluri electrice pentru autotrac si accesorii"
"3214","822323","Preparator electrolit si amestec depolarizator"
"3215","822324","Confectioner si legator depolarizator"
"3216","822324","Legator si confectioner depolarizator"
"3217","822325","Asamblator elemente si baterii galvanice"
"3218","822326","Confectioner de elemente galvanice"
"3219","822327","Confectioner celule de electroliza"
"3220","8224","Operatori la instalatiile de fabricare a produselor fotografice"
"3221","822401","Pregatitor hirtie fotosensibila"
"3222","822402","Operator la fabricarea filmelor fotografice"
"3223","8229","Operatori la instalatiile de fabricare a altor produse chimice"
"3224","822901","Operator la producerea sodei si produselor cloro-sodice"
"3225","822902","Operator la fabricarea altor produse chimice"
"3226","823","OPERATORI LA INSTALATIILE SI UTILAJELE PENTRU FABRICAREA  ARTICOLELOR DIN CAUCIUC SI MASE PLASTICE"
"3227","8231","Operatori la instalatiile, utilajele si masinile pentru fabricarea produselor din cauciuc"
"3228","823101","Preparator la confectionarea produselor industriale din  cauciuc"
"3229","823102","Pregatitor la confectionarea produselor industriale din  cauciuc"
"3230","823102","Pregnator la prize tehnice si banda izolatoare"
"3231","823103","Confectioner de produse industriale din cauciuc"
"3232","823104","Vulcanizator de produse industriale din cauciuc"
"3233","823105","Finisor-reparator de produse industriale din cauciuc"
"3234","823106","Operator la prelucrarea cauciucului"
"3235","823107","Confectioner garnituri de etansare din cauciuc"
"3236","823108","Finisor incaltaminte si articole tehnice din cauciuc"
"3237","823109","Calandror la finisarea cauciucului"
"3238","823110","Pregatitor regenerare cauciuc"
"3239","823111","Devulcanizator regenerare cauciuc"
"3240","823112","Rafinator regenerare cauciuc"
"3241","823113","Dozator prelucrare cauciuc"
"3242","823114","Impregnator produse cauciuc"
"3243","823115","Profilator produse din cauciuc"
"3244","823116","Stantator piese pentru incaltaminte din piele si cauciuc"
"3245","823117","Cusator piese la incaltaminte din cauciuc"
"3246","823118","Vulcanizator piese din cauciuc la prese"
"3247","823119","Vulcanizator la autoclava"
"3248","823120","Preparator cauciuc electroizolant"
"3249","823121","Valtar cauciuc electroizolant"
"3250","823122","Masinist la confectionarea materialelor electroizolante impregnate"
"3251","823123","Masinist la confectionarea materialelor electroizolante stratificate (mica)"
"3252","823124","Masinist la confectionarea foliilor de cauciucelectroizolante"
"3253","823125","Presator-formator materiale stratificate, pregnator prize tehnice si banda izolatoare"
"3254","823126","Conditioner finisor produse din cauciuc"
"3255","823127","Croitor pentru incaltaminte si articole tehnice din cauciuc"
"3256","823128","Pregatitor pentru incaltaminte si articole tehnice din cauciuc"
"3257","8232","Operatori la instalatiile, utilajele si masinile pentru fabricarea articolelor din materiale plastic"
"3258","823201","Preparator mase plastice"
"3259","823202","Valtar calandru mase plastice"
"3260","823203","Operator la prelucrarea maselor plastice"
"3261","823204","Presator mase plastice"
"3262","823205","Finisor asamblator obiecte din mase plastice"
"3263","823206","Creator-modelier mase plastice"
"3264","823207","Operator la confectionarea discurilor fonografice"
"3265","824","OPERATORI LA MASINILE SI UTILAJELE PENTRU FABRICAREA PRODUSELOR DIN LEMN"
"3266","8240","Operatori la masinile si utilajele pentru fabricarea produselor din lemn"
"3267","824001","Confectioner articole speciale din lemn"
"3268","824002","Confectioner parchete"
"3269","824003","Confectioner cutii chibrituri din furnir"
"3270","824004","Impregnator-uscator chibrituri"
"3271","824005","Confectioner gamalii chibrituri"
"3272","824005","Tamplar mecanic"
"3273","824006","Masinist la umplerea si inchiderea cutiilor de chibrituri"
"3274","824007","Pastator cutii chibrituri"
"3275","824007","Pastator cutii chibrituri"
"3276","824008","Fasonator calapoade"
"3277","824009","Montator accesorii pentru calapoade"
"3278","824010","Finisor calapoade"
"3279","824011","Circularist la taiat lemne de foc"
"3280","824012","Curbator lemn"
"3281","824013","Gradator rechizite si articole tehnice din lemn"
"3282","824014","Tamplar mecanic la croit si dimensionat"
"3283","824015","Tamplar mecanic la rindeluit"
"3284","824016","Tamplar mecanic la frezat si gaurit"
"3285","824017","Tamplar mecanic la strunjit"
"3286","824018","Tamplar mecanic la slefuit"
"3287","824019","Confectioner mine pentru creioane"
"3288","824020","Innobilator scandurele pentru creioane"
"3289","824021","Fasonator creioane si tocuri"
"3290","824022","Finisor creioane si tocuri"
"3291","824023","Preparator paste chimice pentru chibrituri"
"3292","824024","Confectioner cutii chibrituri din carton"
"3293","825","OPERATORI LA MASINILE SI UTILAJELE DIN TIPOGRAFII SI LEGATORII"
"3294","8251","Operatori la masinile si utilajele de imprimat"
"3295","825101","Tipograf-tiparitor"
"3296","825102","Dactilo-rotaprint"
"3297","825103","Operator la masina electronica de gravat"
"3298","825104","Operator la masinile de fotoculegere (monofoto)"
"3299","825105","Operator tiparituri Braille"
"3300","825106","Heliografist"
"3301","825107","Operator xerox"
"3302","825108","Operator masini multiplicat"
"3303","8252","Operatori la masinile si utilajele de legat carti"
"3304","825201","Masinist in legatorie mecanica"
"3305","825202","Strungar slefuitor tipografie"
"3306","8253","Operatori la masinile de papetarie, fabricarea diferitelor articole din hirtie, carton si materiale"
"3307","825301","Cartonagist"
"3308","826","OPERATORI LA MASINILE SI UTILAJELE PENTRU FABRICAREA PRODUSELOR SI ARTICOLELOR DIN TEXTILE, BLANURI"
"3309","8261","Operatori la utilajele de filatura"
"3310","826101","Decapsulator"
"3311","826102","Decuscutor"
"3312","826103","Topitor in si cinepa"
"3313","826104","Melitator in si cinepa"
"3314","826105","Innobilator in si cinepa"
"3315","826106","Scuturator in si cinepa"
"3316","826107","Batator in filatura"
"3317","826107","Lucrator in bataje"
"3318","826108","Destramator"
"3319","826109","Carbonizator textile"
"3320","826110","Scuturator"
"3321","826111","Pregatitor amestecuri in filaturi"
"3322","826112","Cardator"
"3323","826113","Laminator benzi din fibre"
"3324","826114","Pieptanator"
"3325","826115","Zdrobitor si uleiator textile"
"3326","826116","Operator masini puitoare"
"3327","826117","Formator manusi fibre liberiene"
"3328","826118","Montator la lipit ace"
"3329","826119","Curatitor slefuitor garnituri carde"
"3330","826120","Cilindror in filaturi"
"3331","826121","Disponent in filaturi"
"3332","826122","Pregatitor gogosi matase (fierbator)"
"3333","826123","Prelucrator fire de matase gogosi (filator)"
"3334","826124","Innodator fire matase naturala"
"3335","826125","Finisor fire de matase naturala"
"3336","826126","Prelucrator deseuri gogosi matase naturala"
"3337","8262","Operatori la masini de tesut si tricotat"
"3338","826201","Operator la masini de tricotat rectiliniu"
"3339","826202","Operator la deservirea razboaielor de tesut"
"3340","826203","Snuruitor Jaqard"
"3341","826204","Operator la masini de tricotat circular"
"3342","826205","Operator sculuitor"
"3343","826206","Operator canelator"
"3344","826207","Operator la masini de urzit"
"3345","826208","Operator incheietor fire"
"3346","826209","Operator navaditor lipitor innodator fire"
"3347","826210","Operator bobinator dublator"
"3348","826211","Operator batirator fire"
"3349","826212","Operator rasucitor fire"
"3350","826213","Paslitor"
"3351","826214","Confectioner polizoare din pasla"
"3352","8263","Operatori la masini si utilaje pentru industria confectiilor"
"3353","826301","Operator confectioner industrial imbracaminte din tesaturi, tricotaje, materiale sintetice"
"3354","826302","Operator confectii imbracaminte din piele si inlocuitori"
"3355","826303","Operator la confectionarea industriala a imbracamintei din blana"
"3356","826304","Operator la confectionarea industriala a manusilor din piele"
"3357","826305","Incadrator confectii"
"3358","826306","Rihtuitor confectii"
"3359","826307","Pregatitor lansator confectii"
"3360","826308","Spanuitor confectii"
"3361","826309","Taietor confectii"
"3362","8264","Operatori la utilajele si instalatiile de finisare textila"
"3363","826401","Operator gazator textile"
"3364","826402","Operator descleietor textile"
"3365","826403","Operator degamator textile"
"3366","826404","Operator spalator textile"
"3367","826405","Operator albitor textile"
"3368","826406","Operator fierbator textile"
"3369","826407","Operator mercerizator textile"
"3370","826408","Operator pregatitor chimicale in industria textila"
"3371","826409","Operator vopsitor textile"
"3372","826410","Operator imprimeur textile"
"3373","826411","Confectioner sabloane si cilindrii de imprimat"
"3374","826412","Operator apretor textile"
"3375","826413","Operator calandor-govrator textile"
"3376","826414","Operator impregnator textile"
"3377","826415","Operator decator"
"3378","826416","Operator presator tesaturi (storcator) textile"
"3379","826417","Operator fixator textile"
"3380","826418","Operator piuar"
"3381","826419","Operator scamosetor"
"3382","826420","Operator tunsator textile"
"3383","826421","Operator curatitor chimic"
"3384","826422","Operator metrar-volator-dublator textile"
"3385","826423","Operator taietor textile"
"3386","826424","Operator uscator textile"
"3387","826425","Operator ingreunator matase naturala"
"3388","826426","Naphtolator la imprimerie"
"3389","826427","Vaporizator la imprimerie"
"3390","826428","Confectioner sabloane la imprimerie"
"3391","826429","Presator axe la cilindrul de imprimat"
"3392","8265","Operatori la masini pentru tratarea blanurilor si pieilor"
"3393","826501","Operator cenuseritor"
"3394","826502","Operator tabacitor mineral argasitor"
"3395","826503","Operator tabacitor vegetal"
"3396","826504","Operator finisor mineral"
"3397","826505","Operator finisor vegetal"
"3398","826506","Operator argasitor"
"3399","826507","Operator sortator in industria pielariei"
"3400","826508","Vopsitor imbracaminte blana"
"3401","8266","Operatori la masini utilaje si instalatii din industria incaltamintei"
"3402","826601","Cusator manusi piele"
"3403","826602","Croitor manusi piele"
"3404","826603","Operator la prepararea talpii de incaltaminte din fibre"
"3405","826604","Operator la confectionarea industriala a articolelor din cauciuc si textile cauciucate"
"3406","826605","Croitor stantator piese incaltaminte"
"3407","826606","Pregatitor piese incaltaminte"
"3408","826607","Cusator piese din piele si inlocuitori"
"3409","826608","Tragator fete pe calapod"
"3410","826609","Talpuitor industrial"
"3411","826610","Finisor incaltaminte"
"3412","826611","Finisor manusi piele"
"3413","826612","Croitor stantator articole marochinarie"
"3414","826613","Cusator articole marochinarie"
"3415","826614","Pregatitor articole marochinarie"
"3416","826615","Asamblator montator articole marochinarie"
"3417","8269","Operatori la masini de prelucrare a altor articole din textile, blanuri si alte materiale similare"
"3418","826901","Operator la confectionarea industriala a palariilor"
"3419","826902","Croitor confectii industriale din blana"
"3420","826903","Operator la confectionarea industriala a articolelor de sport si protectie din piele si inlocuitori"
"3421","826904","Cusator confectii industriale din blana"
"3422","826905","Pregatitor confectii industriale din blana"
"3423","826906","Finisor confectii industriale din blana"
"3424","827","OPERATORI LA MASINILE PENTRU FABRICAREA PRODUSELOR ALIMENTARE"
"3425","8271","Operatori la masinile si utilajele de prelucrare a carnii si pestelui"
"3426","827101","Operator la prepararea conservelor din carne, peste si in amestec legume si peste"
"3427","827102","Operator la valorificarea subproduselor de abator"
"3428","827103","Tripier"
"3429","827104","Preparator peste, raci, broaste in cherhanale si oficii"
"3430","827105","Preparator faina din peste"
"3431","827106","Topitor grasimi comestibile si de uz industrial"
"3432","827107","Operator la fabricarea mezelurilor"
"3433","827108","Colector si sortator par"
"3434","827109","Preparator ulei de copite"
"3435","827110","Colector si preparator faina, singe, carne, oase"
"3436","827111","Curatitor piei"
"3437","827112","Valorificator glande"
"3438","827113","Preparator pepsina, cheag"
"3439","827114","Matar"
"3440","8272","Operatori la masinile si utilajele de fabricare a produselor lactate"
"3441","827201","Operator la prepararea brinzeturilor"
"3442","827202","Operator la prepararea produselor lactate"
"3443","827203","Operator centru de racire lapte"
"3444","827204","Operator la fabricarea untului"
"3445","827205","Preparator conserve lapte si lactoza"
"3446","8273","Operatori la masinile de macinat cereale si mirodenii"
"3447","827301","Morar"
"3448","827302","Operator la fabricarea nutreturilor combinate"
"3449","827303","Preparator boia de ardei"
"3450","827304","Preparator mustar"
"3451","827305","Preparator extracte, arome si esente"
"3452","827306","Decorticator crupe"
"3453","8274","Operatori la masinile si utilajele pentru fabricarea painii, pastelor fainoase, a produselor de pati"
"3454","827401","Operator la prepararea produselor zaharoase"
"3455","827402","Operator la fabricarea produselor fainoase"
"3456","827403","Preparator inghetata"
"3457","827404","Operator la fabricarea biscuitilor"
"3458","827405","Preparator napolitane"
"3459","8275","Operatori la masinile si utilajele pentru prelucrarea fructelor, legumelor si fabricarea uleiurilor"
"3460","827501","Operator la fabricarea uleiurilor vegetale"
"3461","827502","Operator la fabricarea conservelor din legume sau fructe"
"3462","8276","Operatori la utilajele de producere si rafinare a zaharului"
"3463","827601","Operator la fabricarea zaharului"
"3464","827602","Conditioner miere"
"3465","827603","Preparator de produse apicole"
"3466","8277","Operatori la masinile si utilajele de prelucrare a cafelei si a ceaiului"
"3467","827701","Preparator surogate cafea"
"3468","827702","Operator la conditionarea si prelucrarea plantelor medicinale"
"3469","8278","Operatori la masinile si instalatiile de fabricare a berii, vinurilor si altor bauturi"
"3470","827801","Operator la prepararea bauturilor alcoolice si racoritoare"
"3471","827802","Operator la fabricarea berii"
"3472","827803","Operator la fabricarea maltului"
"3473","827804","Operator la fabricarea spirtului si drojdiei de panificatie"
"3474","827805","Vinificator-pivnicer"
"3475","827806","Fermentator otet"
"3476","827807","Operator la fabricarea glucozei"
"3477","827808","Preparator bauturi racoritoare"
"3478","827809","Preparator rachiuri industriale si lichioruri"
"3479","827810","Distilator rachiuri naturale"
"3480","827811","Operator la fabricarea amidonului si dextrinei"
"3481","827812","Preparator sampanie"
"3482","827813","Preparator coniac"
"3483","827814","Preparator vermut"
"3484","8279","Operatori la utilajele de prelucrare a tutunului si produselor din tutun"
"3485","827901","Operator la fermentarea tutunului si fabricarea produselor din tutun"
"3486","828","ASAMBLORI DE MASINI, ECHIPAMENTE SI ALTE PRODUSE"
"3487","8281","Montatori in constructii mecanice"
"3488","828101","Lacatus montator pentru utilaje industriale, de constructii si agricole"
"3489","828102","Pregatitor si montator utilaje tehnologice"
"3490","8282","Montatori de masini si echipamente electrotehnice"
"3491","828201","Lacatus montator masini electrice rotative, transformatoare si aparataj electric"
"3492","828202","Confectioner protectie dielectrica pentru acumulatori"
"3493","828203","Morar la prepararea materialelor pentru acumulatori"
"3494","828204","Confectioner gratare si accesorii pentru acumulatori"
"3495","828205","Confectioner placi pentru acumulatori"
"3496","828206","Preparator lesie pentru acumulatori"
"3497","828207","Montator acumulatori"
"3498","8283","Asamblori de echipamente electronice"
"3499","828301","Depanator aparate electronice, telecomunicatii, radio"
"3500","828301","Electronist"
"3501","828301","Montator de aparate electronice, telecomunicatii, radio"
"3502","828301","Reglor aparate electronice, telecomunicatii, radio"
"3503","828302","Confectioner tuburi cinescop"
"3504","828303","Depanator de instalatii de electronica si curenti purtatori"
"3505","828303","Montator instalatii de electronica si curenti purtatori"
"3506","828303","Reglor de instalatii de electronica si curenti purtatori"
"3507","828304","Depanator de aparate radio si TV, redresoare si amplificatoare"
"3508","828304","Montator de aparate radio si TV, redresoare si amplificatoare"
"3509","828304","Reglor de aparate radio si TV, redresoare si amplificatoare"
"3510","828305","Confectioner piese radio si semiconductori"
"3511","828306","Confectioner circuite integrate"
"3512","828307","Confectioner scala radio"
"3513","828308","Confectioner circuite imprimate"
"3514","828309","Montator tehnica de calcul"
"3515","828309","Reglor tehnica de calcul"
"3516","828309","Testor tehnica de calcul"
"3517","828310","Confectioner lampi fluorescente"
"3518","828311","Confectioner lampi cu vapori de mercur"
"3519","828312","Confectioner lampi cu vapori de sodiu"
"3520","828313","Confectioner becuri"
"3521","8284","Asamblori de produse si articole din metal, cauciuc si materiale plastice"
"3522","828401","Asamblor biciclete"
"3523","828402","Asamblor jucarii"
"3524","828403","Asamblor articole de sport"
"3525","828404","Operator la fabricarea fermoarelor"
"3526","8285","Asamblori de produse si articole din lemn"
"3527","828501","Confectioner de bete, lansete, minere si dopuri pentru unelte de pescuit"
"3528","828502","Confectioner-asamblor articole din lemn"
"3529","8286","Asamblori de produse si articole din carton, textile si materiale similare"
"3530","828601","Confectioner-asamblor articole din carton"
"3531","828602","Confectioner-asamblor articole din textile"
"3532","828603","Montor articole din piele"
"3533","8287","Montatori de subansamble"
"3534","828701","Montator subansamble"
"3535","829","ALTI OPERATORI LA MASINI SI ASAMBLORI"
"3536","8290","Operatori la masini si asamblori neclasificati in grupele de baza anterioare"
"3537","829001","Masinist la masini de ambalat"
"3538","829002","Operator la masina de etichetat"
"3539","83","CONDUCATORI DE VEHICULE SI OPERATORI LA INSTALATII MOBILE"
"3540","831","MECANICI DE LOCOMOTIVA SI ASIMILATI"
"3541","8311","Mecanici de locomotiva"
"3542","831101","Mecanic locomotiva si automotor"
"3543","831102","Mecanic ajutor locomotiva si automotor"
"3544","831103","Conducator autodrezina"
"3545","831104","Mecanic conducator vagon motor de rectificare a liniei aeriene"
"3546","8312","Franari, acari si agenti de manevra"
"3547","831201","Frinar"
"3548","831202","Manevrant vagoane"
"3549","831203","Sef manevra"
"3550","831204","Acar"
"3551","831205","Sef tren"
"3552","831206","Paznic bariera"
"3553","831207","Revizor ace"
"3554","832","CONDUCATORI AUTO"
"3555","8321","Conducatori de motociclete"
"3556","832101","Conducator de motocicleta"
"3557","832102","Conducator de motoscuter"
"3558","8322","Soferi de autoturisme si camionete"
"3559","832201","Sofer de autoturisme si camionete"
"3560","832202","Sofer autosanitara"
"3561","832203","Sofer autoambulanta"
"3562","832204","Pilot incercare auto"
"3563","8323","Conducatori de autobuze, troleibuze si tramvaie"
"3564","832301","Sofer autobuz"
"3565","832302","Conducator troleibuz"
"3566","832303","Conducator tramvai"
"3567","832303","Vatman"
"3568","8324","Soferi de autocamioane si masini de mare tonaj"
"3569","832401","Sofer autocamion"
"3570","832401","Sofer masina de mare tonaj"
"3571","832401","Sofer masina de mare tonaj"
"3572","833","CONDUCATORI DE MASINI AGRICOLE SI ALTE MASINI DE TRANSPORTAT SI RIDICAT"
"3573","8331","Tractoristi si alti conducatori de masini agricole si forestiere"
"3574","833101","Tractorist"
"3575","833102","Combainier agricol"
"3576","833103","Motorist la motoagregate si masini in silvicultura"
"3577","8332","Conducatori de masini si utilaje terasiere"
"3578","833201","Masinist la masini pentru terasamente (ifronist)"
"3579","833202","Masinist la instalatiile de preparat si turnat beton si mixturi asfaltice"
"3580","833203","Masinist la masini cale mecanizare usoara si grea"
"3581","8333","Conducatori de macarale, poduri mobile, lifturi subterane si asimilati"
"3582","833301","Macaragiu"
"3583","833302","Masinist pod rulant"
"3584","833302","Masinist pod rulant"
"3585","833303","Funicularist"
"3586","833304","Macaragiu macarale plutitoare"
"3587","833305","Sofer automacaragiu"
"3588","833306","Supraveghetor statie senal navigabil"
"3589","833307","Funicularist, funiculare pasagere"
"3590","833308","Docher (muncitor portuar)"
"3591","833308","Mecanizator (muncitor portuar)"
"3592","8334","Operatori la instalatiile de transport marfuri paletizate"
"3593","833401","Masinist la masini mobile pentru transporturi interioare"
"3594","833402","Masinist la alte masini fixe de transport pe orizontala si verticala"
"3595","834","MARINARI, NAVIGATORI SI ASIMILATI"
"3596","8340","Marinari, navigatori si asimilati"
"3597","834001","Marinar, pilot naval, barjist"
"3598","834002","Observator far maritim si statie semnal de ceata"
"3599","834003","Marinar legator"
"3600","834004","Conducator ambarcatiuni agrement pe ape interioare"
"3601","834005","Pontonier feribot"
"3602","834006","Servator far maritim si statie semnal de ceata"
"3603","834007","Conducator de salupa maritima/fluviala"
"3604","834008","Timonier maritim/fluvial"
"3605","834009","Motopompist"
"3606","9","MUNCITORI NECALIFICATI"
"3607","91","MUNCITORI NECALIFICATI, IN SERVICII SI VANZARI"
"3608","911","VANZATORI AMBULANTI SI ASIMILATI"
"3609","9111","Vanzatori ambulanti"
"3610","911101","Vanzator ambulant de produse alimentare"
"3611","911102","Vanzator ambulant de produse nealimentare"
"3612","911103","Vanzator de ziare"
"3613","9113","Vanzatori la domiciliul clientei sau la comanda prin telefon"
"3614","911301","Vanzator la domiciliul clientului pe baza de comanda"
"3615","912","LUSTRAGII SI ALTI PRESTATORI DE MICI SERVICII PENTRU POPULATIE"
"3616","9120","Lustragii si alti prestatori de mici servicii pentru populatie"
"3617","912001","Lustragiu"
"3618","912002","Spalator geamuri si parbrize"
"3619","913","PERSONAL CASNIC, SPALATORESE SI ASIMILATI"
"3620","9131","Menajere"
"3621","913101","Menajera"
"3622","9132","Femei de serviciu la birouri, hoteluri si alte institutii"
"3623","913201","Femeie de serviciu"
"3624","9133","Spalatorese si calcatorese"
"3625","913301","Calcatoreasa lenjerie"
"3626","913302","Curatatoreasa lenjerie"
"3627","913303","Spalatoreasa lenjerie"
"3628","913304","Spalator covoare innodate"
"3629","914","INGRIJITORI DE CLADIRI, SPALATORI DE VEHICULE, VITRINE SI GEAMURI"
"3630","9141","Ingrijitori de cladiri"
"3631","914101","Ingrijitor cladiri"
"3632","9142","Spalatori de vehicule, vitrine si geamuri"
"3633","914201","Spalator vehicule"
"3634","914202","Spalator vitrine si geamuri"
"3635","915","PERSONAL DE MANIPULARE SI SUPRAVEGHERE BAGAJE,MESAGERI,PORTARI, PAZNICI SI ASIMILATI"
"3636","9151","Personal de manipulare si supraveghere bagaje"
"3637","915101","Curier"
